"categoria","marca","modelo","quantidade_manuais_appmaq","categoria_id","marca_id","modelo_id"
"Trator Agrícola","NEW HOLLAND","T7.235","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8459-fc96-7c4c-9a2e-e50b07e3eb10"
"Trator Agrícola","NEW HOLLAND","T7.240","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-78d6-af92-bd1fd1439b32"
"Trator Agrícola","NEW HOLLAND","T7.245","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-70c5-95b5-b0baa3936f4b"
"Trator Agrícola","NEW HOLLAND","T7.250","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8484-14c6-7d62-b427-f324f4bf8228"
"Trator Agrícola","NEW HOLLAND","T7.260","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-74b5-a13e-76299cc2ccec"
"Trator Agrícola","NEW HOLLAND","T7.270","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8440-5939-7665-87c7-a5211f77e307"
"Trator Agrícola","NEW HOLLAND","T7.300 CVT","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0199108f-1b05-70ac-abd6-2a63e47ebd39"
"Trator Agrícola","NEW HOLLAND","T8.270","10","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0195b3ba-39a6-78bc-858a-3a94b9e4ebc6"
"Trator Agrícola","NEW HOLLAND","T8.275","12","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8440-d7b9-7aff-8144-7ea2cc81875e"
"Trator Agrícola","NEW HOLLAND","T8.295","11","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0df-73a1-9da5-d70f9674339f"
"Trator Agrícola","NEW HOLLAND","T8.320","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f2a5-9598-7871-be20-d24d36a03f1d"
"Trator Agrícola","NEW HOLLAND","T8.325","10","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0195b3ba-39a6-7a7f-8b94-1c3ca3293756"
"Trator Agrícola","NEW HOLLAND","T8.330","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8441-7de6-7ca9-af73-c92fa06edc3e"
"Trator Agrícola","NEW HOLLAND","T8.350","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f2a6-4183-7d17-80af-be94b1f160db"
"Trator Agrícola","NEW HOLLAND","T8.355","11","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f2a9-476c-7d79-81d8-beffc3173653"
"Trator Agrícola","NEW HOLLAND","T8.360","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8442-2450-7d83-9868-5bb23458a130"
"Trator Agrícola","NEW HOLLAND","T8.380","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f2a9-f7f5-708b-8421-2bafd9fdfcbc"
"Trator Agrícola","NEW HOLLAND","T8.385","11","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7192-bc8d-d398c9f7cac3"
"Trator Agrícola","NEW HOLLAND","T8.390","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8442-8d03-7b84-a182-b29f4b25db43"
"Trator Agrícola","NEW HOLLAND","T8.410","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f2ab-9a36-719f-a91e-b6fb1e719994"
"Trator Agrícola","NEW HOLLAND","T8.430","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8442-f27a-7068-abf2-85652fe0d227"
"Trator Agrícola","NEW HOLLAND","T8.440","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f64d-4a6c-7fbf-b40b-7f4f230221bc"
"Trator Agrícola","NEW HOLLAND","T9.350","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8ee1-3130-7cb8-99c5-1141683943fa"
"Trator Agrícola","NEW HOLLAND","T9.450","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8ee1-622d-7e1b-a97f-336c623828d6"
"Trator Agrícola","NEW HOLLAND","T9.470 - COM LEVANTE","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01991091-3cd6-7e38-9c4f-f743da18c850"
"Trator Agrícola","NEW HOLLAND","T9.470 - PIVOT","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01991090-977e-7dc9-b327-600454da3c46"
"Trator Agrícola","NEW HOLLAND","T9.480","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0196f443-bfa3-7c38-aa9b-bba8c6ebd617"
"Trator Agrícola","NEW HOLLAND","T9.505","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8ee1-f5ec-7017-9da2-708d834b29be"
"Trator Agrícola","NEW HOLLAND","T9.520 - COM LEVANTE","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01991093-8f97-7741-844d-a7621118089a"
"Trator Agrícola","NEW HOLLAND","T9.520  - PIVOT","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01991092-54ec-7d04-87c1-563e1a0dad0b"
"Trator Agrícola","NEW HOLLAND","T9.560","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019e8ee2-26e9-712a-906e-d427dfbb6d1b"
"Trator Agrícola","NEW HOLLAND","T9.565","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0195b3ba-39a6-779c-90b1-66bcea6f7e9a"
"Trator Agrícola","NEW HOLLAND","T9.580 - COM LEVANTE","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01991094-dbaa-72c5-a871-e491712547c5"
"Trator Agrícola","NEW HOLLAND","T9.580 - PIVOT","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01991094-7805-7bc1-9c0e-520d5175f1b0"
"Trator Agrícola","NEW HOLLAND","T9.615 - COM LEVANTE","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01991096-2c7d-7267-882a-5836c56fedec"
"Trator Agrícola","NEW HOLLAND","T9.615 - PIVOT","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01991095-bcdf-7471-b8c0-555a32587a55"
"Trator Agrícola","NEW HOLLAND","T9.700 - PIVOT","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01991096-dacf-79f5-b264-1c71b6a44496"
"Trator Agrícola","NEW HOLLAND","TK4.100","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ea8ab-83d3-7ce8-8ee3-c0693f66f59a"
"Trator Agrícola","NEW HOLLAND","TK4.80","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f64e-07c3-7ce2-a66c-45e2d720a1b3"
"Trator Agrícola","NEW HOLLAND","TK4.90","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ea8ab-3e1c-7b9b-a0fb-e11661e1b0ec"
"Trator Agrícola","NEW HOLLAND","TL100","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-744e-9a84-1022fbb7b8e9"
"Trator Agrícola","NEW HOLLAND","TL5.100","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-78fe-bb6f-a7f6b6aa3b61"
"Trator Agrícola","NEW HOLLAND","TL5.80","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7fc5-876a-00b7219d4ed9"
"Trator Agrícola","NEW HOLLAND","TL5.90","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7bee-8548-ca76773346fe"
"Trator Agrícola","NEW HOLLAND","TL60E","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7465-8411-b1bf9bd7f624"
"Trator Agrícola","NEW HOLLAND","TL65","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-709a-9fa2-8181c9acebb2"
"Trator Agrícola","NEW HOLLAND","TL70","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7c87-a317-3a70a499f1a2"
"Trator Agrícola","NEW HOLLAND","TL75","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-773d-8f7e-7fa2e6eb9bac"
"Trator Agrícola","NEW HOLLAND","TL75E","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7444-805f-64f0736b52ec"
"Trator Agrícola","NEW HOLLAND","TL80","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-792d-b828-7207353cc075"
"Trator Agrícola","NEW HOLLAND","TL85","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7e34-8c75-540878eab38f"
"Trator Agrícola","NEW HOLLAND","TL85E","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7852-ab09-2bb6f09ed9b3"
"Trator Agrícola","NEW HOLLAND","TL90","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-72c1-98e7-d7471257893c"
"Trator Agrícola","NEW HOLLAND","TL95","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0196f443-bfa3-72ac-9999-e969247b512e"
"Trator Agrícola","NEW HOLLAND","TL95E","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7015-9210-0473b815fcc7"
"Trator Agrícola","NEW HOLLAND","TM120","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7e60-a067-05bc041d7d8b"
"Trator Agrícola","NEW HOLLAND","TM135","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7592-8573-0f2b4813cad0"
"Trator Agrícola","NEW HOLLAND","TM140","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-784d-b585-000fcb455437"
"Trator Agrícola","NEW HOLLAND","TM150","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7110-a7ae-6ec6be766601"
"Trator Agrícola","NEW HOLLAND","TM165","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-74f3-ae89-c89ed69fab2a"
"Trator Agrícola","NEW HOLLAND","TM180","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ea8ac-8f4c-7514-9dd1-534ab194c617"
"Trator Agrícola","NEW HOLLAND","TM7010","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7e76-aa1e-c9a703751832"
"Trator Agrícola","NEW HOLLAND","TM.7010 EXITUS","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ea8df-4342-7a51-b4c6-415666db6d8b"
"Trator Agrícola","NEW HOLLAND","TM.7020","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0196f443-bfa4-76e0-9eb4-b55a20f73b75"
"Trator Agrícola","NEW HOLLAND","TM.7020 EXITUS","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ea8df-6d1e-7025-b74b-d8f5932c54b1"
"Trator Agrícola","NEW HOLLAND","TM7030","1","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019f045e-32ac-79a0-9234-1c2d2c4f4762"
"Trator Agrícola","NEW HOLLAND","TM.7030 EXITUS","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ea8df-9d4e-7eb7-ba0a-3320bde09c91"
"Trator Agrícola","NEW HOLLAND","TM.7040","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0196f443-bfa4-743d-bd25-45dd30643b94"
"Trator Agrícola","NEW HOLLAND","TM.7040 EXITUS","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ea8df-ca61-70e2-9bce-4bb93685c53c"
"Trator Agrícola","NEW HOLLAND","TS100","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7e5c-99ed-00d7d40529e9"
"Trator Agrícola","NEW HOLLAND","TS110","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7766-9a46-83aa5b2622ea"
"Trator Agrícola","NEW HOLLAND","TS120","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7123-aaae-99bbaa07ff38"
"Trator Agrícola","NEW HOLLAND","TS6020","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7216-9cc7-858cc8c6d3f6"
"Trator Agrícola","NEW HOLLAND","TS6040","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-77ba-92c3-382b6547469b"
"Trator Agrícola","NEW HOLLAND","TT3.50","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f659-2f8a-7d3d-ac68-2bf9c2f9435c"
"Trator Agrícola","NEW HOLLAND","TT3840","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7590-b625-74c7b3b34d7d"
"Trator Agrícola","NEW HOLLAND","TT3880","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0195b3ba-39a6-70bb-9d17-7c1ddfecb046"
"Trator Agrícola","NEW HOLLAND","TT3880F","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0195b3ba-39a6-7181-98df-e2986560c774"
"Trator Agrícola","NEW HOLLAND","TT4030","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7951-9bd5-a6df8f8fca8e"
"Trator Agrícola","NEW HOLLAND","TT4.55","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ea8fb-45f9-79a9-990c-3d1e0c9035dc"
"Trator Agrícola","NEW HOLLAND","TT4.65","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ea8fc-04b1-7c3c-94cf-a5e8e5caa2a3"
"Trator Agrícola","NEW HOLLAND","TT4.75","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-739a-81ca-8dae4138774d"
"Trator Agrícola","NEW HOLLAND","TT4.80","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","019ea8fc-2bf1-7b50-88ab-be84416266e3"
"Trator Agrícola","NEW HOLLAND","TT4.90","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0198f65c-86c2-73f0-94e3-075d8ebcc2e8"
"Trator Agrícola","NEW HOLLAND","TT55F","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0195b3ba-39a6-74d5-b4f1-88ba052ff5bb"
"Trator Agrícola","NEW HOLLAND","TT65F","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","0195b3ba-39a6-7e49-b320-28afe81a1e43"
"Trator Agrícola","NEW HOLLAND","TT75F","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7028-89c4-ca09f6983b17","01957100-b0e0-7d2a-84d0-669ab69b61f7"
"Trator Agrícola","VALTRA","1280","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0196f443-bf7d-74f4-b9d2-eb1f88ce1455"
"Trator Agrícola","VALTRA","1380 S","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0196f443-bf81-78eb-a8d0-b5dec6c92d02"
"Trator Agrícola","VALTRA","1780","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0196f443-bf7d-7bd7-bac1-053e4c3989c4"
"Trator Agrícola","VALTRA","585","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0196f443-bf7b-7886-843b-7ab8e17028e6"
"Trator Agrícola","VALTRA","685","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0196f443-bf7c-72e2-aa09-37daff951cec"
"Trator Agrícola","VALTRA","785","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0196f443-bf7c-71bc-82da-eb776308d068"
"Trator Agrícola","VALTRA","800","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0196f443-bf7c-75dc-a4a7-ad916d53663f"
"Trator Agrícola","VALTRA","885","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","01957100-b0e0-77b0-8710-4b0047a123d2"
"Trator Agrícola","VALTRA","985","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","01957100-b0e0-7570-a168-32f7e5dec48c"
"Trator Agrícola","VALTRA","A104","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","01957100-b0e0-7303-a2e7-46ff728f4eb9"
"Trator Agrícola","VALTRA","A105","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019f135e-7e8d-71ba-9f2e-8ad3a6ed0354"
"Trator Agrícola","VALTRA","A114","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","01957100-b0e0-7494-9166-38599682a455"
"Trator Agrícola","VALTRA","A114LP","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0198b3dc-f8e7-776f-a627-9760e62b0111"
"Trator Agrícola","VALTRA","A115","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019f135e-ff60-7953-aa35-168430e46b30"
"Trator Agrícola","VALTRA","A124","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019aa853-b89f-7a5f-ac3f-6a5b3329a727"
"Trator Agrícola","VALTRA","A124H","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0196f443-bf8b-740e-b583-5c2eeaf84201"
"Trator Agrícola","VALTRA","A124LC","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0198b3de-21fd-7ee6-8830-c3d2b111a237"
"Trator Agrícola","VALTRA","A124LP","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","01957100-b0e0-78f0-bbbb-ef9692830291"
"Trator Agrícola","VALTRA","A125","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019f135f-618e-7010-961a-cb2b6eb4c9c6"
"Trator Agrícola","VALTRA","A125H","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019f135f-afeb-71f9-8709-3b3598d2cd7c"
"Trator Agrícola","VALTRA","A134","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019aa864-cbe1-7863-8141-576a4ffb272c"
"Trator Agrícola","VALTRA","A134H","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","01957100-b0e0-77d6-b52b-4956f9531fcf"
"Trator Agrícola","VALTRA","A135","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019f1465-1aef-7812-8eff-27aa04a1cd47"
"Trator Agrícola","VALTRA","A135H","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019f1465-4d88-7a29-9bc7-962caa818aeb"
"Trator Agrícola","VALTRA","A144","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019aa86b-4639-79bb-a966-8e29d9e0b514"
"Trator Agrícola","VALTRA","A144H","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0198b3df-3429-7848-9ed3-97d8adf8dea8"
"Trator Agrícola","VALTRA","A144L","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0198b391-b592-7fa1-af3c-dd95f400b686"
"Trator Agrícola","VALTRA","A144LC","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0195b3ba-39a6-78d5-962d-cb7f746800d8"
"Trator Agrícola","VALTRA","A145","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019f1372-a868-7c0b-99d0-22c4b076b7c8"
"Trator Agrícola","VALTRA","A145H","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019f1372-d10a-7180-9329-add7593b4408"
"Trator Agrícola","VALTRA","A52s","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019a99e1-3cbe-7d8c-9d2a-4965ab082778"
"Trator Agrícola","VALTRA","A550","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","01957100-b0e0-70e4-b45b-e3213489e0a6"
"Trator Agrícola","VALTRA","A62s","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","01991010-8ccf-70e3-9e77-76a2f25810ed"
"Trator Agrícola","VALTRA","A63F","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0195b3ba-39a6-73f4-9cd4-6d2203d8dea3"
"Trator Agrícola","VALTRA","A73F","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0195b3ba-39a6-75fd-9643-aa5043998dd7"
"Trator Agrícola","VALTRA","A74","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","01957100-b0e0-7153-9546-17d293632d46"
"Trator Agrícola","VALTRA","A74s","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019a99fc-5f83-72f0-98a6-3f8cbe81bf8f"
"Trator Agrícola","VALTRA","A74SC","3","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0198b3dc-3e96-7e1b-9e71-37db432c3533"
"Trator Agrícola","VALTRA","A750","8","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","01957100-b0e0-730e-a23e-4ab9109568c7"
"Trator Agrícola","VALTRA","A83F","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019a99f3-a1d4-783e-939a-15b1394fcc29"
"Trator Agrícola","VALTRA","A84","4","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0196f443-bf8b-7538-b432-c1f420005820"
"Trator Agrícola","VALTRA","A84s","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019a9a01-022e-763a-a8a7-039cbbe2421c"
"Trator Agrícola","VALTRA","A850F","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0195b3ba-39a6-7ac3-a7df-c747c64b1c28"
"Trator Agrícola","VALTRA","A93F","6","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","019a99f4-283b-7f31-a881-aec8455c7819"
"Trator Agrícola","VALTRA","A94","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0195b3ba-39a6-7bf2-9a02-afd41dc3fded"
"Trator Agrícola","VALTRA","A94S","7","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0196f443-bf8b-7c5e-860e-7cb51b995f02"
"Trator Agrícola","VALTRA","BF75","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","01957100-b0e0-7a9a-9ae5-d979dd62b00f"
"Trator Agrícola","VALTRA","BH140","5","019570fc-0046-7a7e-9537-5270ed100c7e","019570fb-3277-7051-b46d-e3f1b3f31d86","0196f443-bf8d-73ba-abe6-b9051dd7706f"
