"linha","tipo","marca","modelo","nome","descricao","tem_pdf","pdf_url"
"2214","Trator Agrícola","NEW HOLLAND","T9.520 - COM LEVANTE","ESPECIFICAÇÕES DOS TRATORES NEW HOLLAND T9.470 T9.520 T9.580 T9.615 T9.700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991093-8f97-7741-844d-a7621118089a/019e8ee7-d66d-7d86-bc48-fe11e5fedb05.pdf"
"2215","Trator Agrícola","NEW HOLLAND","T9.520 - COM LEVANTE","FOLHETO DOS TRATORES NEW HOLLAND T9","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991093-8f97-7741-844d-a7621118089a/019e8ee7-d6c6-7260-a76d-291fcba5bb34.pdf"
"2216","Trator Agrícola","NEW HOLLAND","T9.520 - COM LEVANTE","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991093-8f97-7741-844d-a7621118089a/019e8ee7-d725-7944-8f5d-ad0f5e9e24d5.pdf"
"2217","Trator Agrícola","NEW HOLLAND","T9.520 - COM LEVANTE","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991093-8f97-7741-844d-a7621118089a/019e8ee7-d769-7474-9156-2158d33c2ecc.pdf"
"2218","Trator Agrícola","NEW HOLLAND","T9.520 - PIVOT","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991092-54ec-7d04-87c1-563e1a0dad0b/019e8ee9-d77c-7688-9126-2b2fafef0d7e.pdf"
"2219","Trator Agrícola","NEW HOLLAND","T9.520 - PIVOT","ESPECIFICAÇÕES DOS TRATORES NEW HOLLAND T9.470 T9.520 T9.580 T9.615 T9.700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991092-54ec-7d04-87c1-563e1a0dad0b/019e8ee9-d786-7eec-828b-c2236fd86817.pdf"
"2220","Trator Agrícola","NEW HOLLAND","T9.520 - PIVOT","FOLHETO DOS TRATORES NEW HOLLAND T9","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991092-54ec-7d04-87c1-563e1a0dad0b/019e8ee9-d7b8-7cda-aecf-6732dc59fadf.pdf"
"2221","Trator Agrícola","NEW HOLLAND","T9.520 - PIVOT","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991092-54ec-7d04-87c1-563e1a0dad0b/019e8ee9-d8a1-778b-a907-30e1ee216da9.pdf"
"2222","Trator Agrícola","NEW HOLLAND","T9.520 - PIVOT","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991092-54ec-7d04-87c1-563e1a0dad0b/019e8ee9-d99a-76b1-b2bd-4124be476695.pdf"
"2223","Trator Agrícola","NEW HOLLAND","T9.560","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e8ee2-26e9-712a-906e-d427dfbb6d1b/019e8ee9-47d4-7788-b4bc-6fcb09b2f2ae.pdf"
"2224","Trator Agrícola","NEW HOLLAND","T9.560","FOLHETO DOS TRATORES NEW HOLLAND T9","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e8ee2-26e9-712a-906e-d427dfbb6d1b/019e8ee9-47df-73a6-9e6d-9b20d4ac55da.pdf"
"2225","Trator Agrícola","NEW HOLLAND","T9.560","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e8ee2-26e9-712a-906e-d427dfbb6d1b/019e8ee9-4845-7622-bd0d-7add07825288.pdf"
"2226","Trator Agrícola","NEW HOLLAND","T9.560","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e8ee2-26e9-712a-906e-d427dfbb6d1b/019e8ee9-4857-77fc-bec2-c4ae880be656.pdf"
"2227","Trator Agrícola","NEW HOLLAND","T9.560","MANUAL DO OPERADOR DOS TRATORES AGRICOLA T9.390 T9.450 T9.505 T9.560 T9.615 T9.670 EM INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019e8ee2-26e9-712a-906e-d427dfbb6d1b/019e8ee9-48b3-74bb-bdb0-5f5510e81cc5.pdf"
"2228","Trator Agrícola","NEW HOLLAND","T9.565","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-779c-90b1-66bcea6f7e9a/019e8eea-66e6-7d5c-9c8e-04306f98f4f9.pdf"
"2229","Trator Agrícola","NEW HOLLAND","T9.565","ESPECIFICAÇÕES DOS TRATORES NEW HOLLAND T9 BX","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-779c-90b1-66bcea6f7e9a/019e8eea-66f0-71e0-97e9-7163fb3258c7.pdf"
"2230","Trator Agrícola","NEW HOLLAND","T9.565","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-779c-90b1-66bcea6f7e9a/019e8eea-6737-7688-a255-6e6588136973.pdf"
"2231","Trator Agrícola","NEW HOLLAND","T9.565","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-779c-90b1-66bcea6f7e9a/019e8eea-675a-7a98-9d3d-3a7ac9ee8616.pdf"
"2232","Trator Agrícola","NEW HOLLAND","T9.565","MANUAL DO OPERADOR DOS TRATORES AGRICOLA T9.435 T9.480 T9.530 T9.565 T9.600 T9.645 T9.700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0195b3ba-39a6-779c-90b1-66bcea6f7e9a/019e8eea-67cc-7b50-9298-c161caed5096.pdf"
"2233","Trator Agrícola","NEW HOLLAND","T9.580 - COM LEVANTE","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991094-dbaa-72c5-a871-e491712547c5/019e8eea-c27e-71ce-a7e0-b87aebebc57b.pdf"
"2234","Trator Agrícola","NEW HOLLAND","T9.580 - COM LEVANTE","ESPECIFICAÇÕES DOS TRATORES NEW HOLLAND T9.470 T9.520 T9.580 T9.615 T9.700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991094-dbaa-72c5-a871-e491712547c5/019e8eea-c287-72e0-8818-cd1c0504e111.pdf"
"2235","Trator Agrícola","NEW HOLLAND","T9.580 - COM LEVANTE","FOLHETO DOS TRATORES NEW HOLLAND T9","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991094-dbaa-72c5-a871-e491712547c5/019e8eea-c2a2-7f37-9a51-3a89b3ef92cc.pdf"
"2236","Trator Agrícola","NEW HOLLAND","T9.580 - COM LEVANTE","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991094-dbaa-72c5-a871-e491712547c5/019e8eea-c35e-7f9f-b2dd-8ab355c1cedc.pdf"
"2237","Trator Agrícola","NEW HOLLAND","T9.580 - COM LEVANTE","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991094-dbaa-72c5-a871-e491712547c5/019e8eea-c37e-7448-89ce-5cb992335868.pdf"
"2238","Trator Agrícola","NEW HOLLAND","T9.580 - PIVOT","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991094-7805-7bc1-9c0e-520d5175f1b0/019e8eeb-1747-7b8d-9fbd-be1f2efb8f42.pdf"
"2239","Trator Agrícola","NEW HOLLAND","T9.580 - PIVOT","ESPECIFICAÇÕES DOS TRATORES NEW HOLLAND T9.470 T9.520 T9.580 T9.615 T9.700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991094-7805-7bc1-9c0e-520d5175f1b0/019e8eeb-1750-7d1e-a949-bfce2ac408bc.pdf"
"2240","Trator Agrícola","NEW HOLLAND","T9.580 - PIVOT","FOLHETO DOS TRATORES NEW HOLLAND T9","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991094-7805-7bc1-9c0e-520d5175f1b0/019e8eeb-179a-7ffb-be12-241ed3e6e41a.pdf"
"2241","Trator Agrícola","NEW HOLLAND","T9.580 - PIVOT","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991094-7805-7bc1-9c0e-520d5175f1b0/019e8eeb-1881-7984-a19f-374b04bf0763.pdf"
"2242","Trator Agrícola","NEW HOLLAND","T9.580 - PIVOT","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991094-7805-7bc1-9c0e-520d5175f1b0/019e8eeb-18fb-7340-8e1e-6cf2b1bd95b4.pdf"
"2243","Trator Agrícola","NEW HOLLAND","T9.615 - COM LEVANTE","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-2c7d-7267-882a-5836c56fedec/019e8eeb-6ea9-7319-9db5-6e0ed3de3205.pdf"
"2244","Trator Agrícola","NEW HOLLAND","T9.615 - COM LEVANTE","ESPECIFICAÇÕES DOS TRATORES NEW HOLLAND T9.470 T9.520 T9.580 T9.615 T9.700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-2c7d-7267-882a-5836c56fedec/019e8eeb-6eb2-757c-9c43-e2cfd5d133f2.pdf"
"2245","Trator Agrícola","NEW HOLLAND","T9.615 - COM LEVANTE","FOLHETO DOS TRATORES NEW HOLLAND T9","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-2c7d-7267-882a-5836c56fedec/019e8eeb-6ed0-7538-abb5-0a1797404614.pdf"
"2246","Trator Agrícola","NEW HOLLAND","T9.615 - COM LEVANTE","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-2c7d-7267-882a-5836c56fedec/019e8eeb-6f3a-7fe6-bd63-ddb72ad3d9d1.pdf"
"2247","Trator Agrícola","NEW HOLLAND","T9.615 - COM LEVANTE","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-2c7d-7267-882a-5836c56fedec/019e8eeb-6f95-7380-aff3-584f4a94233f.pdf"
"2248","Trator Agrícola","NEW HOLLAND","T9.615 - COM LEVANTE","MANUAL DO OPERADOR DOS TRATORES AGRICOLA T9.390 T9.450 T9.505 T9.560 T9.615 T9.670 EM INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-2c7d-7267-882a-5836c56fedec/019e8eeb-6fc4-7042-9d13-9013260b9efe.pdf"
"2249","Trator Agrícola","NEW HOLLAND","T9.615 - PIVOT","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991095-bcdf-7471-b8c0-555a32587a55/019e8eeb-bea8-787b-b1de-a743b8e3bf91.pdf"
"2250","Trator Agrícola","NEW HOLLAND","T9.615 - PIVOT","ESPECIFICAÇÕES DOS TRATORES NEW HOLLAND T9.470 T9.520 T9.580 T9.615 T9.700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991095-bcdf-7471-b8c0-555a32587a55/019e8eeb-beb0-7820-bb9c-64775bbfbf6b.pdf"
"2251","Trator Agrícola","NEW HOLLAND","T9.615 - PIVOT","FOLHETO DOS TRATORES NEW HOLLAND T9","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991095-bcdf-7471-b8c0-555a32587a55/019e8eeb-bedf-7881-961c-65c10f7342b3.pdf"
"2252","Trator Agrícola","NEW HOLLAND","T9.615 - PIVOT","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991095-bcdf-7471-b8c0-555a32587a55/019e8eeb-bf7b-7ef7-b6eb-bbecffadd1cf.pdf"
"2253","Trator Agrícola","NEW HOLLAND","T9.615 - PIVOT","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991095-bcdf-7471-b8c0-555a32587a55/019e8eeb-bf8a-7d8e-9c95-87df5f6fb3ef.pdf"
"2254","Trator Agrícola","NEW HOLLAND","T9.615 - PIVOT","MANUAL DO OPERADOR DOS TRATORES AGRICOLA T9.390 T9.450 T9.505 T9.560 T9.615 T9.670 EM INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991095-bcdf-7471-b8c0-555a32587a55/019e8eeb-bfc9-7ff6-bf8c-80f03ebd91c4.pdf"
"2255","Trator Agrícola","NEW HOLLAND","T9.700 - PIVOT","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-dacf-79f5-b264-1c71b6a44496/019e8eec-e6f5-7d17-92a8-bfa1daa7d10c.pdf"
"2256","Trator Agrícola","NEW HOLLAND","T9.700 - PIVOT","ESPECIFICAÇÕES DOS TRATORES NEW HOLLAND T9.470 T9.520 T9.580 T9.615 T9.700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-dacf-79f5-b264-1c71b6a44496/019e8eec-e6ff-7a46-94b5-b584721113b9.pdf"
"2257","Trator Agrícola","NEW HOLLAND","T9.700 - PIVOT","FICHA TÉCNICA TRATOR NEW HOLLAND T9.700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-dacf-79f5-b264-1c71b6a44496/019e8eec-e728-78a4-be13-d01f2c498217.pdf"
"2258","Trator Agrícola","NEW HOLLAND","T9.700 - PIVOT","FOLHETO DOS TRATORES NEW HOLLAND T9","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-dacf-79f5-b264-1c71b6a44496/019e8eec-e760-7221-8675-eeaeef29da54.pdf"
"2259","Trator Agrícola","NEW HOLLAND","T9.700 - PIVOT","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-dacf-79f5-b264-1c71b6a44496/019e8eec-e7ea-7383-bdaa-129c3353e0b2.pdf"
"2260","Trator Agrícola","NEW HOLLAND","T9.700 - PIVOT","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-dacf-79f5-b264-1c71b6a44496/019e8eec-e8ee-7f0d-a926-29812a046039.pdf"
"2261","Trator Agrícola","NEW HOLLAND","T9.700 - PIVOT","MANUAL DO OPERADOR DOS TRATORES AGRICOLA T9.390 T9.450 T9.505 T9.560 T9.615 T9.670 EM INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-dacf-79f5-b264-1c71b6a44496/019e8eec-e92c-7800-99dc-3f80a8d0c435.pdf"
"2262","Trator Agrícola","NEW HOLLAND","T9.700 - PIVOT","MANUAL DO OPERADOR DOS TRATORES AGRICOLA T9.435 T9.480 T9.530 T9.565 T9.600 T9.645 T9.700","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01991096-dacf-79f5-b264-1c71b6a44496/019e8eec-e9a2-7438-ac5a-17a4649498b8.pdf"
"2263","Trator Agrícola","NEW HOLLAND","TK4.100","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ea8ab-83d3-7ce8-8ee3-c0693f66f59a/019eac51-e5bf-75da-a2b2-14394d140313.pdf"
"2264","Trator Agrícola","NEW HOLLAND","TK4.100","FOLHETO DOS TRATORES NEW HOLLAND TK4","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ea8ab-83d3-7ce8-8ee3-c0693f66f59a/019eac51-e5cc-78a6-9b2f-63e888e45180.pdf"
"2265","Trator Agrícola","NEW HOLLAND","TK4.100","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ea8ab-83d3-7ce8-8ee3-c0693f66f59a/019eac51-e66a-722c-ae38-fbd26c4ead5c.pdf"
"2266","Trator Agrícola","NEW HOLLAND","TK4.100","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ea8ab-83d3-7ce8-8ee3-c0693f66f59a/019eac51-e730-7f50-90c4-ec632e3c84b8.pdf"
"2267","Trator Agrícola","NEW HOLLAND","TK4.80","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0198f64e-07c3-7ce2-a66c-45e2d720a1b3/019eac49-be85-7ef9-bde2-2a3b278dd3c8.pdf"
"2268","Trator Agrícola","NEW HOLLAND","TK4.80","FOLHETO DOS TRATORES NEW HOLLAND TK4","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0198f64e-07c3-7ce2-a66c-45e2d720a1b3/019eac49-bef9-7f72-890d-1d655391f067.pdf"
"2269","Trator Agrícola","NEW HOLLAND","TK4.80","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0198f64e-07c3-7ce2-a66c-45e2d720a1b3/019eac49-bf4a-7bc3-ad94-1ff45bada954.pdf"
"2270","Trator Agrícola","NEW HOLLAND","TK4.80","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/0198f64e-07c3-7ce2-a66c-45e2d720a1b3/019eac49-c257-74a5-a280-7b4543690c05.pdf"
"2271","Trator Agrícola","NEW HOLLAND","TK4.90","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ea8ab-3e1c-7b9b-a0fb-e11661e1b0ec/019eac51-9050-78d0-b677-eaf10de81cf6.pdf"
"2272","Trator Agrícola","NEW HOLLAND","TK4.90","FOLHETO DOS TRATORES NEW HOLLAND TK4","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ea8ab-3e1c-7b9b-a0fb-e11661e1b0ec/019eac51-905c-7712-8449-38fce27c3ad4.pdf"
"2273","Trator Agrícola","NEW HOLLAND","TK4.90","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ea8ab-3e1c-7b9b-a0fb-e11661e1b0ec/019eac51-90f1-79b4-9db4-ec84b19bf316.pdf"
"2274","Trator Agrícola","NEW HOLLAND","TK4.90","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/019ea8ab-3e1c-7b9b-a0fb-e11661e1b0ec/019eac51-9138-787a-bdf6-aacd38b7dfc4.pdf"
"2275","Trator Agrícola","NEW HOLLAND","TL100","CATÁLOGO DE PEÇAS DO TRATOR NEW HOLLAND T3-T8, TD, TL, E TV TRACTOR SERIES EM INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-744e-9a84-1022fbb7b8e9/019e8eed-966f-7ea5-93d0-2c6d33403ea6.pdf"
"2276","Trator Agrícola","NEW HOLLAND","TL100","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-744e-9a84-1022fbb7b8e9/019e8eed-96ec-787f-81ac-0971e8b83f70.pdf"
"2277","Trator Agrícola","NEW HOLLAND","TL100","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-744e-9a84-1022fbb7b8e9/019e8eed-970f-761f-8a34-f0a852eb271c.pdf"
"2278","Trator Agrícola","NEW HOLLAND","TL100","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-744e-9a84-1022fbb7b8e9/019e8eed-97a5-7cf6-bf2f-72ca5f015667.pdf"
"2279","Trator Agrícola","NEW HOLLAND","TL100","SISTEMA DE DIREÇÃO DOS TRATORES NEW HOLLAND - TT-TL-TT4-T4-T3-T5S-S30-T6","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-744e-9a84-1022fbb7b8e9/019e8eed-97d6-7c1e-a925-dc48c82d23ba.pdf"
"2280","Trator Agrícola","NEW HOLLAND","TL5.100","CATÁLOGO DE PEÇAS DO TRATOR NEW HOLLAND T3-T8, TD, TL, E TV TRACTOR SERIES EM INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-78fe-bb6f-a7f6b6aa3b61/019e8eee-2a0b-7407-b442-f45b95a2863a.pdf"
"2281","Trator Agrícola","NEW HOLLAND","TL5.100","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-78fe-bb6f-a7f6b6aa3b61/019e8eee-2ac6-7075-b57b-01eca0ee61d9.pdf"
"2282","Trator Agrícola","NEW HOLLAND","TL5.100","FICHA TÉCNICA TRATOR NEW HOLLAND TL5","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-78fe-bb6f-a7f6b6aa3b61/019e8eee-2ad7-7f6f-a453-6bdc44e9e1a5.pdf"
"2283","Trator Agrícola","NEW HOLLAND","TL5.100","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-78fe-bb6f-a7f6b6aa3b61/019e8eee-2b6f-7bc4-a9d5-39925c315785.pdf"
"2284","Trator Agrícola","NEW HOLLAND","TL5.100","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-78fe-bb6f-a7f6b6aa3b61/019e8eee-2b90-78ee-a062-7c76b23ff993.pdf"
"2285","Trator Agrícola","NEW HOLLAND","TL5.100","MANUAL DO OPERADOR DOS TRATORES NEW HOLLAND TL5 EM ESPANHOL","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-78fe-bb6f-a7f6b6aa3b61/019e8eee-2cd7-7edc-9d0c-a6ac94b94a34.pdf"
"2286","Trator Agrícola","NEW HOLLAND","TL5.100","SISTEMA DE DIREÇÃO DOS TRATORES NEW HOLLAND - TT-TL-TT4-T4-T3-T5S-S30-T6","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-78fe-bb6f-a7f6b6aa3b61/019e8eee-2d5a-7c7d-a77a-22af957f3673.pdf"
"2287","Trator Agrícola","NEW HOLLAND","TL5.80","CATÁLOGO DE PEÇAS DO TRATOR NEW HOLLAND T3-T8, TD, TL, E TV TRACTOR SERIES EM INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7fc5-876a-00b7219d4ed9/019e8eee-aa3b-780c-8d81-64e4b2b17dfe.pdf"
"2288","Trator Agrícola","NEW HOLLAND","TL5.80","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7fc5-876a-00b7219d4ed9/019e8eee-aa9f-76fc-b0af-df7d96e1473f.pdf"
"2289","Trator Agrícola","NEW HOLLAND","TL5.80","FICHA TÉCNICA TRATOR NEW HOLLAND TL5","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7fc5-876a-00b7219d4ed9/019e8eee-aac5-773d-a37d-c1e921569d72.pdf"
"2290","Trator Agrícola","NEW HOLLAND","TL5.80","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7fc5-876a-00b7219d4ed9/019e8eee-ab54-7661-8984-e8e6385b0569.pdf"
"2291","Trator Agrícola","NEW HOLLAND","TL5.80","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7fc5-876a-00b7219d4ed9/019e8eee-ab84-76d4-8bf7-60088b89bbcc.pdf"
"2292","Trator Agrícola","NEW HOLLAND","TL5.80","MANUAL DO OPERADOR DOS TRATORES NEW HOLLAND TL5 EM ESPANHOL","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7fc5-876a-00b7219d4ed9/019e8eee-ac92-7cb5-ab31-b1e5e37c031c.pdf"
"2293","Trator Agrícola","NEW HOLLAND","TL5.80","SISTEMA DE DIREÇÃO DOS TRATORES NEW HOLLAND - TT-TL-TT4-T4-T3-T5S-S30-T6","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7fc5-876a-00b7219d4ed9/019e8eee-ad20-7e10-b088-eb38839d837a.pdf"
"2294","Trator Agrícola","NEW HOLLAND","TL5.90","CATÁLOGO DE PEÇAS DO TRATOR NEW HOLLAND T3-T8, TD, TL, E TV TRACTOR SERIES EM INGLES","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7bee-8548-ca76773346fe/019e8eef-073e-76eb-a64a-79941e621cfb.pdf"
"2295","Trator Agrícola","NEW HOLLAND","TL5.90","CATALOGO DE PEÇAS E FILTROS PARA OS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7bee-8548-ca76773346fe/019e8eef-079b-7e2a-992b-34181606a2c8.pdf"
"2296","Trator Agrícola","NEW HOLLAND","TL5.90","FICHA TÉCNICA TRATOR NEW HOLLAND TL5","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7bee-8548-ca76773346fe/019e8eef-081b-7579-99c2-5d92db848076.pdf"
"2297","Trator Agrícola","NEW HOLLAND","TL5.90","INSTRUÇÕES DE LUBRIFICAÇÃO PARA TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7bee-8548-ca76773346fe/019e8eef-0850-797f-993d-5dd89a335986.pdf"
"2298","Trator Agrícola","NEW HOLLAND","TL5.90","LUZES DO PAINEL DOS TRATORES NEW HOLLAND","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7bee-8548-ca76773346fe/019e8eef-0885-731d-b4cc-6dbeae6804f5.pdf"
"2299","Trator Agrícola","NEW HOLLAND","TL5.90","MANUAL DO OPERADOR DOS TRATORES NEW HOLLAND TL5 EM ESPANHOL","-","true","https://cdn.appmaq.com.br/appmaq-media/manuals/01957100-b0e0-7bee-8548-ca76773346fe/019e8eef-0901-7d21-8e88-c10c975c69f2.pdf"
